Ano;Mês;Código do Regulado - ANP;Coletor;UF do certificado;Volume(L)
2016;1;3050045897;BRAZÃO LUBRIFICANTES LTDA;SP;425724
2016;1;3084527274;ETERNAL INDÚSTRIA, COMÉRCIO, SERVIÇOS E TRATAMENTO DE RESÍDUOS DA AMAZÔNIA LTDA;AM;774475
2016;1;3084527274;ETERNAL INDÚSTRIA, COMÉRCIO, SERVIÇOS E TRATAMENTO DE RESÍDUOS DA AMAZÔNIA LTDA;RR;33510
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;AM;8239
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;DF;29500
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;ES;28600
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;GO;2453
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;MA;31688
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;MG;95032
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;PA;26680
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;PR;222002
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;RJ;76585
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;RS;69447
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SC;80000
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SE;6122
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SP;490550
2016;1;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;BA;2342
2016;1;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;MS;7197
2016;1;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;PA;851
2016;1;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;PR;313760
2016;1;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;RJ;846
2016;1;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;RS;741072
2016;1;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;SC;243118
2016;1;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;SP;42394
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;AL;260084
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;BA;295863
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;CE;103891
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;DF;500
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;ES;115000
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;GO;36037
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;MA;22000
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;MG;270000
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;MS;8000
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;PB;86472
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;PE;396207
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;PI;24389
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;PR;208232
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;RJ;20000
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;RN;149979
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;RS;359962
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SC;97000
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;116253
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SP;1557221
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;TO;70779
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;AC;539
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;AL;6486
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;AM;76038
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;AP;2395
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;BA;4378
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;CE;17633
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;DF;37054
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;ES;161207
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;GO;277542
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;MA;499
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;MG;539195
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;MS;7166
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;MT;3840
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;PA;111047
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;PB;121
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;PE;4220
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;PI;1050
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;PR;34873
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;RJ;349625
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;RN;844
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;RO;45879
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;RR;6727
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;RS;111689
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;SC;19550
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;SE;2028
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;SP;1388577
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;TO;10985
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;AC;36389
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;AL;63151
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;AM;143270
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;AP;58742
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;BA;426359
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CE;221352
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;DF;175323
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;ES;296049
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;GO;694291
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;MA;190626
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;MG;1262283
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;MS;264392
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;MT;475453
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;PA;326423
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;PB;102765
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;PE;208649
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;PI;112505
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;PR;736175
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;RJ;736638
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;RN;96010
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;RO;93397
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;RR;14198
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;RS;681294
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SC;424321
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;28270
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SP;3123452
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;TO;84748
2016;1;3006294505;NORTLUB RECICLAGEM DE ÓLEOS MINERAIS LTDA;AM;106072
2016;1;3006294505;NORTLUB RECICLAGEM DE ÓLEOS MINERAIS LTDA;RR;13928
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;AL;2000
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;BA;310962
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CE;75887
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;DF;32580
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;ES;60000
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;GO;234769
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;MA;88343
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;MG;1461697
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;MS;230000
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;MT;75602
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;PA;23300
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;PB;12000
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;PE;29699
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;PI;5000
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;PR;171700
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;RJ;166000
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;196573
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SP;548059
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;TO;30748
2016;1;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;GO;89234
2016;1;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;MG;102765
2016;1;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;MS;214160
2016;1;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;MT;53540
2016;1;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;PR;276029
2016;1;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;SC;115378
2016;1;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;SP;366905
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;AL;34600
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;BA;159806
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;GO;40256
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;MG;230000
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;PB;21761
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;PR;226413
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;RJ;140199
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;RS;120000
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;SC;355943
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;SP;408124
2016;1;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;SP;40134
2016;1;3028726412;TASA LUBRIFICANTES LTDA;BA;106085
2016;1;3028726412;TASA LUBRIFICANTES LTDA;DF;168289
2016;1;3028726412;TASA LUBRIFICANTES LTDA;ES;61246
2016;1;3028726412;TASA LUBRIFICANTES LTDA;GO;200561
2016;1;3028726412;TASA LUBRIFICANTES LTDA;MG;375621
2016;1;3028726412;TASA LUBRIFICANTES LTDA;PR;1713
2016;1;3028726412;TASA LUBRIFICANTES LTDA;RJ;481153
2016;1;3028726412;TASA LUBRIFICANTES LTDA;SP;502609
2016;1;3028726412;TASA LUBRIFICANTES LTDA;TO;1628
2016;2;3050045897;BRAZÃO LUBRIFICANTES LTDA;SP;434789
2016;2;3084527274;ETERNAL INDÚSTRIA, COMÉRCIO, SERVIÇOS E TRATAMENTO DE RESÍDUOS DA AMAZÔNIA LTDA;AM;849875
2016;2;3084527274;ETERNAL INDÚSTRIA, COMÉRCIO, SERVIÇOS E TRATAMENTO DE RESÍDUOS DA AMAZÔNIA LTDA;RR;28520
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;AM;8024
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;BA;7194
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;DF;8122
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;ES;1360
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;GO;29500
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;MG;22146
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;PA;26631
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;PR;118158
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;RJ;79169
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;RS;46129
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SC;208599
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SE;38298
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SP;585289
2016;2;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;BA;2352
2016;2;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;MS;7267
2016;2;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;PA;888
2016;2;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;PR;268135
2016;2;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;RJ;846
2016;2;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;RS;585579
2016;2;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;SC;183227
2016;2;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;SP;41085
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;AL;259481
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;BA;240480
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;CE;214706
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;DF;500
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;ES;80679
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;GO;59873
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;MA;191503
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;MG;290000
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;MS;43800
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;MT;8
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;PB;188597
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;PE;485295
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;PI;201330
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;PR;311428
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;RJ;28606
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;RN;219134
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;RS;245858
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SC;31824
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;173587
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SP;1364889
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;TO;40762
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;AC;259
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;AL;4695
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;AM;77952
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;AP;2395
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;BA;4126
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;CE;14119
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;DF;40039
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;ES;182740
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;GO;321698
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;MA;514
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;MG;637792
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;MS;6913
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;MT;3964
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;PA;116657
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;PB;139
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;PE;4257
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;PI;983
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;PR;37366
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;RJ;362523
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;RN;1541
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;RO;46952
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;RR;7007
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;RS;114048
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;SC;20292
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;SE;3832
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;SP;1178175
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;TO;12431
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;AC;36389
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;AL;60927
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;AM;140430
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;AP;58742
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;BA;453892
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CE;166305
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;DF;176060
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;ES;296264
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;GO;615160
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;MA;207454
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;MG;1276065
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;MS;264394
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;MT;474280
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;PA;358164
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;PB;100749
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;PE;200585
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;PI;134662
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;PR;753942
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;RJ;745621
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;RN;165821
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;RO;94677
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;RR;14198
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;RS;624622
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SC;424550
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;28270
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SP;3113019
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;TO;99082
2016;2;3006294505;NORTLUB RECICLAGEM DE ÓLEOS MINERAIS LTDA;AM;267842
2016;2;3006294505;NORTLUB RECICLAGEM DE ÓLEOS MINERAIS LTDA;RR;15612
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;AL;2000
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;BA;297292
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CE;75887
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;DF;10936
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;ES;50000
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;GO;286849
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;MA;85343
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;MG;1261316
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;MS;158318
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;MT;25602
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;PA;23300
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;PB;10000
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;PE;29699
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;PI;5000
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;PR;171870
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;RJ;150000
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;239573
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SP;546329
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;TO;10675
2016;2;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;GO;67397
2016;2;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;MG;88523
2016;2;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;MS;161752
2016;2;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;MT;40438
2016;2;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;PR;224186
2016;2;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;SC;92883
2016;2;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;SP;338389
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;AL;41457
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;BA;108439
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;GO;32115
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;MG;295261
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;PB;72087
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;PR;352708
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;RJ;140199
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;RS;120000
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;SC;701117
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;SP;1169089
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;TO;22970
2016;2;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;MS;86
2016;2;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;PR;35
2016;2;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;SP;33505
2016;2;3028726412;TASA LUBRIFICANTES LTDA;BA;118231
2016;2;3028726412;TASA LUBRIFICANTES LTDA;DF;459826
2016;2;3028726412;TASA LUBRIFICANTES LTDA;ES;63430
2016;2;3028726412;TASA LUBRIFICANTES LTDA;GO;456
2016;2;3028726412;TASA LUBRIFICANTES LTDA;MG;341947
2016;2;3028726412;TASA LUBRIFICANTES LTDA;PR;1713
2016;2;3028726412;TASA LUBRIFICANTES LTDA;RJ;653689
2016;2;3028726412;TASA LUBRIFICANTES LTDA;SP;225509
2016;2;3028726412;TASA LUBRIFICANTES LTDA;TO;1628
2016;3;3050045897;BRAZÃO LUBRIFICANTES LTDA;SP;423923
2016;3;3084527274;ETERNAL INDÚSTRIA, COMÉRCIO, SERVIÇOS E TRATAMENTO DE RESÍDUOS DA AMAZÔNIA LTDA;AM;895635
2016;3;3084527274;ETERNAL INDÚSTRIA, COMÉRCIO, SERVIÇOS E TRATAMENTO DE RESÍDUOS DA AMAZÔNIA LTDA;RR;27060
2016;3;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;BA;11413
2016;3;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;CE;20748
2016;3;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;DF;31510
2016;3;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;ES;29888
2016;3;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;GO;12030
2016;3;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;MA;30670
2016;3;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;MG;97745
2016;3;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;MT;29500
2016;3;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;PA;38697
2016;3;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;PR;84802
2016;3;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;RJ;152225
2016;3;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;RS;150000
2016;3;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SC;157729
2016;3;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SP;510177
2016;3;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;BA;3239
2016;3;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;MS;6799
2016;3;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;PA;1002
2016;3;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;PR;243226
2016;3;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;RJ;2066
2016;3;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;RS;750708
2016;3;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;SC;139810
2016;3;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;SP;44161
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;AL;291284
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;BA;332285
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;CE;116758
2016;3;3049396591;LUBRASIL LUBRIFICANTES LTDA.;DF;500
