Ano;Mês;Operação;Região;Volume(mil m³)
2020;8;DISPENSADO;CO;0,978155
2016;9;VENDA;S ;22,142581999999997
2016;9;DISPENSADO;S ;2,68242
2020;9;VENDA;S ;28,066717999999998
2020;11;VENDA;SE;61,803247999999996
2016;10;DISPENSADO;S ;2,5713969999999997
2021;11;VENDA;NE;15,587180999999999
2016;11;VENDA;S ;19,015304
2016;11;VENDA;CO;9,8849109999999989
2016;11;VENDA;N ;7,5544279999999997
2016;11;DISPENSADO;SE;9,944189999999999
2020;10;VENDA;NE;18,028144999999999
2022;2;VENDA;NE;11,030550999999999
2016;12;VENDA;NE;15,602018999999999
2016;12;DISPENSADO;S ;2,202169
2016;12;DISPENSADO;NE;1,118058
2017;1;VENDA;S ;18,797188999999999
2017;1;DISPENSADO;SE;8,6645299999999992
2017;2;VENDA;NE;12,444607999999999
2017;2;DISPENSADO;N ;0,57334600000000002
2017;4;VENDA;CO;9,8848389999999995
2017;4;VENDA;S ;18,195917999999999
2017;7;VENDA;NE;15,796795999999999
2019;2;VENDA;CO;11,090778999999999
2017;8;VENDA;S ;23,420617999999997
2017;8;DISPENSADO;NE;1,6308959999999999
2017;8;DISPENSADO;CO;0,88729499999999994
2017;8;DISPENSADO;N ;0,89958399999999994
2017;9;DISPENSADO;SE;12,817575999999999
2017;10;VENDA;CO;12,209904999999999
2017;11;VENDA;NE;14,820661999999999
2020;11;DISPENSADO;NE;2,2903119999999997
2020;11;DISPENSADO;N ;2,4576750000000001
2020;11;VENDA;N ;10,672231
2018;1;VENDA;S ;20,432845
2018;1;DISPENSADO;NE;1,136261
2018;1;DISPENSADO;CO;0,75054299999999996
2018;4;DISPENSADO;S ;3,5587839999999997
2018;5;DISPENSADO;NE;0,88218999999999992
2018;7;VENDA;S ;22,976974999999999
2018;7;DISPENSADO;CO;0,89306599999999992
2020;12;DISPENSADO;NE;3,0106299999999999
2018;8;VENDA;SE;57,615766000000001
2018;9;DISPENSADO;CO;0,9445929999999999
2018;10;DISPENSADO;NE;1,4172669999999998
2018;10;VENDA;NE;15,001655
2021;8;DISPENSADO;S ;5,1731809999999996
2018;11;DISPENSADO;N ;0,73031499999999994
2022;2;DISPENSADO;NE;0,981267
2019;3;DISPENSADO;S ;4,4554809999999998
2019;4;VENDA;NE;14,405261999999999
2019;5;VENDA;NE;15,530095999999999
2019;6;VENDA;S ;19,058529
2019;7;VENDA;SE;61,578223999999999
2019;7;DISPENSADO;S ;4,6284380000000001
2019;8;DISPENSADO;S ;4,8144770000000001
2019;9;VENDA;NE;16,678953
2019;10;DISPENSADO;CO;3,232853
2019;11;VENDA;CO;11,469152999999999
2021;8;VENDA;N ;11,019817
2021;2;DISPENSADO;CO;0,97132799999999997
2021;2;DISPENSADO;N ;2,1413120000000001
2022;7;VENDA;CO;7,7529269999999997
2021;2;VENDA;SE;60,450686999999995
2021;2;VENDA;N ;10,936914999999999
2021;5;DISPENSADO;SE;16,235357999999998
2021;3;DISPENSADO;NE;1,777153
2022;1;DISPENSADO;N ;1,8896109999999999
2022;6;DISPENSADO;CO;1,319385
2022;7;DISPENSADO;SE;15,083506
2022;8;DISPENSADO;NE;0,280947
2022;8;VENDA;CO;1,1249689999999999
2022;9;DISPENSADO;N ;0,17429500000000001
2022;9;VENDA;SE;6,7243809999999993
2016;1;DISPENSADO;CO;0,48653399999999997
2021;7;VENDA;SE;60,379477999999999
2021;4;VENDA;S ;26,789183999999999
2021;4;VENDA;NE;14,405425999999999
2021;1;DISPENSADO;SE;16,673839000000001
2021;6;VENDA;SE;57,199123999999998
2021;6;VENDA;N ;11,193603
2016;3;DISPENSADO;S ;2,4226160000000001
2016;3;VENDA;N ;9,0118099999999988
2016;3;DISPENSADO;NE;0,78125599999999995
2021;5;VENDA;CO;12,520431
2019;11;DISPENSADO;SE;15,195070999999999
2019;11;VENDA;SE;51,145190999999997
2019;12;VENDA;CO;10,364915999999999
2020;2;DISPENSADO;S ;4,220294
2020;2;VENDA;SE;51,971931999999995
2020;1;DISPENSADO;N ;1,1342729999999999
2016;5;VENDA;CO;10,364585999999999
2020;2;VENDA;CO;12,361739999999999
2020;3;VENDA;SE;55,514426
2020;3;VENDA;N ;10,244712999999999
2020;3;DISPENSADO;S ;4,7704499999999994
2016;6;VENDA;S ;22,094434
2016;6;DISPENSADO;N ;0,63478299999999999
2016;7;DISPENSADO;S ;2,7830249999999999
2020;4;VENDA;CO;8,395721
2016;8;VENDA;N ;8,4710419999999989
2020;8;DISPENSADO;S ;6,2165369999999998
2020;5;DISPENSADO;S ;3,7527309999999998
2020;6;VENDA;S ;22,532449
2016;9;VENDA;CO;12,447208999999999
2016;9;VENDA;NE;15,317475
2016;9;DISPENSADO;NE;1,282524
2016;11;VENDA;SE;49,452489999999997
2016;11;DISPENSADO;N ;0,46085699999999996
2020;10;VENDA;N ;12,742588
2017;1;VENDA;N ;7,2659739999999999
2017;3;VENDA;NE;16,61214
2017;3;DISPENSADO;S ;3,2173309999999997
2017;4;DISPENSADO;S ;2,8475379999999997
2017;5;DISPENSADO;SE;16,991916
2017;5;DISPENSADO;CO;1,000224
2017;6;VENDA;SE;55,862550999999996
2019;2;DISPENSADO;CO;0,80180499999999999
2019;2;VENDA;S ;22,332450999999999
2017;7;VENDA;SE;61,449373999999999
2017;7;DISPENSADO;SE;29,017156
2017;8;DISPENSADO;SE;18,357202999999998
2017;9;VENDA;N ;8,2655250000000002
2017;9;DISPENSADO;NE;1,6185589999999999
2017;9;DISPENSADO;CO;0,83614299999999997
2017;10;VENDA;N ;8,5712820000000001
2017;10;DISPENSADO;CO;0,80809299999999995
2017;10;DISPENSADO;NE;1,672436
2017;11;DISPENSADO;N ;0,85787599999999997
2020;11;DISPENSADO;S ;5,6145949999999996
2017;12;VENDA;CO;8,4682739999999992
2018;1;VENDA;NE;15,590325999999999
2018;2;VENDA;NE;13,000245999999999
2018;2;DISPENSADO;N ;0,70452599999999999
2018;3;DISPENSADO;NE;1,4162899999999998
2018;4;DISPENSADO;NE;1,0412129999999999
2018;4;VENDA;N ;7,2759269999999994
2018;4;VENDA;CO;10,018457999999999
2018;7;DISPENSADO;S ;4,4126259999999995
2020;12;VENDA;NE;17,367687
2020;12;VENDA;N ;11,201305
2018;9;VENDA;CO;12,751828999999999
2020;5;VENDA;NE;12,291426
2020;6;DISPENSADO;CO;0,86653399999999992
2021;8;DISPENSADO;SE;17,997520999999999
2021;10;DISPENSADO;S ;5,171665
2018;12;DISPENSADO;NE;0,83655299999999999
2018;12;DISPENSADO;CO;0,667377
2022;2;DISPENSADO;S ;4,5491909999999995
2022;2;DISPENSADO;CO;0,68256699999999992
2019;1;VENDA;CO;12,119159
2019;4;VENDA;CO;11,859966
2019;4;DISPENSADO;S ;4,8800169999999996
2019;5;DISPENSADO;SE;15,015284999999999
2019;5;DISPENSADO;CO;1,10673
2019;6;VENDA;N ;7,8166709999999995
2019;6;VENDA;NE;12,504500999999999
2019;7;VENDA;CO;11,918894999999999
2019;8;VENDA;SE;59,729036999999998
2019;8;VENDA;CO;13,685602999999999
2019;8;DISPENSADO;CO;0,96042399999999994
2019;9;DISPENSADO;CO;1,1683889999999999
2021;8;VENDA;NE;15,975907999999999
2021;8;VENDA;CO;13,184023
2021;9;DISPENSADO;CO;1,432515
2021;2;VENDA;S ;27,148304
2021;9;VENDA;SE;59,491247999999999
2022;7;VENDA;S ;15,996388
2022;7;VENDA;N ;6,125985
2021;3;DISPENSADO;SE;22,491547000000001
2021;3;DISPENSADO;S ;9,1375609999999998
2021;11;DISPENSADO;CO;1,386541
2022;3;VENDA;S ;34,496938999999998
2021;10;DISPENSADO;CO;1,9467000000000001
2022;4;DISPENSADO;N ;2,9299139999999997
2022;6;DISPENSADO;S ;6,6086149999999995
2022;7;DISPENSADO;NE;0,65790399999999993
2022;8;DISPENSADO;N ;0,15404499999999999
2022;8;VENDA;N ;0,87928600000000001
2022;9;DISPENSADO;S ;0,88131599999999999
