Ano;Mês;Código do Regulado - ANP;Agente Regulado;Região da Coleta;UF da Coleta;Volume Coletado(L)
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;CO;DF;45000
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;N ;PA;30000
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;NE;MA;30000
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;NE;SE;30000
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;S ;PR;177290
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;S ;RS;97000
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;S ;SC;102210
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SE;ES;30000
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SE;MG;80820
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SE;RJ;75585
2016;1;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SE;SP;563608
2016;1;3002581865;WJ LUBRIFICANTES LTDA - EPP;CO;MS;67736
2016;1;3002581865;WJ LUBRIFICANTES LTDA - EPP;S ;PR;149268
2016;1;3002581865;WJ LUBRIFICANTES LTDA - EPP;SE;MG;5000
2016;1;3002581865;WJ LUBRIFICANTES LTDA - EPP;SE;SP;429996
2016;1;3005276147;RS LUBRIFICANTES EIRELI - ME;CO;GO;336210
2016;1;3005276147;RS LUBRIFICANTES EIRELI - ME;S ;PR;30050
2016;1;3005276147;RS LUBRIFICANTES EIRELI - ME;S ;RS;96490
2016;1;3005276147;RS LUBRIFICANTES EIRELI - ME;SE;MG;5000
2016;1;3005276147;RS LUBRIFICANTES EIRELI - ME;SE;SP;552380
2016;1;3006294505;NORTLUB RECICLAGEM DE ÓLEOS MINERAIS LTDA;N ;AM;202755
2016;1;3006294505;NORTLUB RECICLAGEM DE ÓLEOS MINERAIS LTDA;N ;RR;13928
2016;1;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;NE;BA;112817
2016;1;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;NE;PB;700
2016;1;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;NE;PE;28828
2016;1;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;NE;RN;6500
2016;1;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;NE;SE;16700
2016;1;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;S ;RS;164781
2016;1;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;S ;SC;17121
2016;1;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;SE;ES;23660
2016;1;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;SE;MG;1800
2016;1;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;SE;RJ;6040
2016;1;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;SE;SP;431392
2016;1;3008310300;T.R.O. TRATAMENTO E RECICLAGEM DE OLEOS, INDUSTRIA E COMERCIO LTDA;SE;SP;41040
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;DF;900
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;GO;262120
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;MS;15000
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;MT;103860
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;N ;PA;373051
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;N ;TO;7570
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;AL;2500
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;BA;157098
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;CE;57700
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;MA;138600
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;PB;7255
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;PE;15343
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;SE;105126
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;ES;137494
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;MG;1013725
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;RJ;747250
2016;1;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;SP;56850
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;CO;GO;58100
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;CO;MT;22300
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;N ;TO;4000
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;AL;34600
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;BA;160006
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;PB;89280
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;PE;4300
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;S ;PR;244365
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;S ;RS;122010
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;S ;SC;82380
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;SE;MG;292339
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;SE;RJ;153400
2016;1;3023821176;PROLUMINAS LUBRIFICANTES LTDA;SE;SP;914516
2016;1;3028726412;TASA LUBRIFICANTES LTDA;CO;DF;265740
2016;1;3028726412;TASA LUBRIFICANTES LTDA;CO;GO;99790
2016;1;3028726412;TASA LUBRIFICANTES LTDA;NE;BA;47498
2016;1;3028726412;TASA LUBRIFICANTES LTDA;NE;PI;3420
2016;1;3028726412;TASA LUBRIFICANTES LTDA;S ;RS;200
2016;1;3028726412;TASA LUBRIFICANTES LTDA;S ;SC;700
2016;1;3028726412;TASA LUBRIFICANTES LTDA;SE;ES;113100
2016;1;3028726412;TASA LUBRIFICANTES LTDA;SE;MG;674470
2016;1;3028726412;TASA LUBRIFICANTES LTDA;SE;RJ;970390
2016;1;3028726412;TASA LUBRIFICANTES LTDA;SE;SP;526583
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;DF;107310
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;GO;316280
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;MS;446473
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;MT;482650
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;AC;14950
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;AP;23000
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;PA;415418
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;RO;109548
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;TO;60500
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;AL;89850
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;BA;673406
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;CE;229895
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;MA;104650
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;PB;126070
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;PE;417110
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;PI;70610
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;RN;110383
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;SE;64780
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;S ;PR;1185706
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;S ;RS;416657
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;S ;SC;553846
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;ES;173020
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;MG;851935
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;RJ;1163214
2016;1;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;SP;2839898
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;CO;DF;3400
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;CO;GO;21500
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;N ;PA;10200
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;N ;TO;20300
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;AL;298156
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;BA;227590
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;CE;69650
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;MA;51120
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;PB;89970
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;PE;306740
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;PI;72220
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;RN;109930
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;SE;75480
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;S ;PR;182556
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;S ;RS;6600
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;S ;SC;800
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;ES;126464
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;MG;264830
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;RJ;16700
2016;1;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;SP;644228
2016;1;3050045897;BRAZÃO LUBRIFICANTES LTDA;S ;PR;45510
2016;1;3050045897;BRAZÃO LUBRIFICANTES LTDA;S ;SC;24000
2016;1;3050045897;BRAZÃO LUBRIFICANTES LTDA;SE;MG;43060
2016;1;3050045897;BRAZÃO LUBRIFICANTES LTDA;SE;SP;170420
2016;1;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;CO;MS;3320
2016;1;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;S ;PR;51470
2016;1;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;SE;SP;1163221
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;CO;DF;92400
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;CO;GO;342100
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;CO;MS;82800
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;CO;MT;31500
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;N ;AC;1200
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;N ;AM;78100
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;N ;AP;5200
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;N ;PA;170400
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;N ;RO;4299
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;N ;RR;8200
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;N ;TO;5400
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;NE;AL;18300
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;NE;BA;30700
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;NE;CE;33800
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;NE;PE;9400
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;NE;RN;4301
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;S ;PR;32300
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;S ;RS;34600
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;S ;SC;18700
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;SE;ES;126400
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;SE;MG;702400
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;SE;RJ;334600
2016;1;3059723874;LUBRIFICANTES FENIX LTDA;SE;SP;971459
2016;1;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;CO;GO;10360
2016;1;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;CO;MS;800
2016;1;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;S ;PR;4000
2016;1;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;SE;MG;5120
2016;1;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;SE;RJ;200
2016;1;3068377894;QUÍMICA INDUSTRIAL SUPPLY LTDA;SE;SP;39108
2016;1;3084527274;ETERNAL INDÚSTRIA, COMÉRCIO, SERVIÇOS E TRATAMENTO DE RESÍDUOS DA AMAZÔNIA LTDA;N ;AM;774475
2016;1;3084527274;ETERNAL INDÚSTRIA, COMÉRCIO, SERVIÇOS E TRATAMENTO DE RESÍDUOS DA AMAZÔNIA LTDA;N ;RR;33510
2016;1;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;CO;MS;5040
2016;1;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;S ;PR;341670
2016;1;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;S ;RS;1286290
2016;1;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;S ;SC;340940
2016;1;3092678432;INDÚSTRIA PETROQUIMICA DO SUL LTDA;SE;RJ;800
2016;1;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;CO;MS;2030
2016;1;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;CO;MT;1800
2016;1;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;S ;PR;180350
2016;1;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;S ;RS;11770
2016;1;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;S ;SC;472969
2016;1;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;SE;MG;1600
2016;1;9900064368;AHS INDUSTRIA E SERVICOS EIRELI;SE;SP;460420
2016;1;9903122996;MOLECULAR BRASIL LTDA.;SE;RJ;24810
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;CO;GO;31160
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;N ;PA;30000
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;NE;BA;30000
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;S ;PR;117630
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;S ;RS;30000
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;S ;SC;199338
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SE;MG;51920
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SE;RJ;79620
2016;2;384068;FALUB INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA.;SE;SP;477330
2016;2;3002581865;WJ LUBRIFICANTES LTDA - EPP;CO;MS;54460
2016;2;3002581865;WJ LUBRIFICANTES LTDA - EPP;S ;PR;117305
2016;2;3002581865;WJ LUBRIFICANTES LTDA - EPP;SE;MG;6200
2016;2;3002581865;WJ LUBRIFICANTES LTDA - EPP;SE;SP;360084
2016;2;3005276147;RS LUBRIFICANTES EIRELI - ME;CO;GO;300950
2016;2;3005276147;RS LUBRIFICANTES EIRELI - ME;S ;PR;77560
2016;2;3005276147;RS LUBRIFICANTES EIRELI - ME;S ;RS;139842
2016;2;3005276147;RS LUBRIFICANTES EIRELI - ME;S ;SC;10300
2016;2;3005276147;RS LUBRIFICANTES EIRELI - ME;SE;MG;210300
2016;2;3005276147;RS LUBRIFICANTES EIRELI - ME;SE;SP;430551
2016;2;3006294505;NORTLUB RECICLAGEM DE ÓLEOS MINERAIS LTDA;N ;AM;267842
2016;2;3006294505;NORTLUB RECICLAGEM DE ÓLEOS MINERAIS LTDA;N ;RR;15612
2016;2;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;NE;BA;115697
2016;2;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;NE;PB;2700
2016;2;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;NE;PE;34323
2016;2;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;NE;RN;6300
2016;2;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;NE;SE;11700
2016;2;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;S ;RS;152985
2016;2;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;S ;SC;36483
2016;2;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;SE;ES;29780
2016;2;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;SE;MG;4100
2016;2;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;SE;RJ;7320
2016;2;3007769414;ECOLUC LUBRIFICANTES LTDA. - EPP;SE;SP;372370
2016;2;3008310300;T.R.O. TRATAMENTO E RECICLAGEM DE OLEOS, INDUSTRIA E COMERCIO LTDA;SE;SP;89370
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;DF;2900
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;GO;296573
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;CO;MT;131850
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;N ;PA;282625
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;N ;TO;22640
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;AL;1200
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;BA;183505
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;CE;41272
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;MA;117173
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;PB;3841
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;PE;13550
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;NE;SE;139527
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;ES;249020
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;MG;914577
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;RJ;866850
2016;2;3017195231;PETROLUB INDUSTRIAL DE LUBRIFICANTES LTDA.;SE;SP;119900
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;CO;GO;35630
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;N ;TO;22970
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;AL;41457
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;BA;119700
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;CE;25833
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;PB;75400
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;NE;RN;22250
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;S ;PR;242490
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;S ;RS;189070
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;S ;SC;85410
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;SE;MG;294861
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;SE;RJ;119300
2016;2;3023821176;PROLUMINAS LUBRIFICANTES LTDA;SE;SP;844810
2016;2;3028726412;TASA LUBRIFICANTES LTDA;CO;DF;181877
2016;2;3028726412;TASA LUBRIFICANTES LTDA;CO;GO;401156
2016;2;3028726412;TASA LUBRIFICANTES LTDA;N ;TO;1628
2016;2;3028726412;TASA LUBRIFICANTES LTDA;NE;BA;90391
2016;2;3028726412;TASA LUBRIFICANTES LTDA;S ;PR;2213
2016;2;3028726412;TASA LUBRIFICANTES LTDA;S ;RS;1500
2016;2;3028726412;TASA LUBRIFICANTES LTDA;S ;SC;1200
2016;2;3028726412;TASA LUBRIFICANTES LTDA;SE;ES;499058
2016;2;3028726412;TASA LUBRIFICANTES LTDA;SE;MG;549979
2016;2;3028726412;TASA LUBRIFICANTES LTDA;SE;RJ;752728
2016;2;3028726412;TASA LUBRIFICANTES LTDA;SE;SP;553273
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;DF;97745
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;GO;300212
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;MS;470827
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;CO;MT;469960
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;AC;13370
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;AP;69300
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;PA;355660
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;RO;126540
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;N ;TO;56980
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;AL;56600
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;BA;595800
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;CE;171247
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;MA;144583
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;PB;109967
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;PE;322645
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;PI;52780
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;RN;88940
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;NE;SE;47930
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;S ;PR;1077903
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;S ;RS;618770
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;S ;SC;536137
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;ES;194800
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;MG;894540
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;RJ;1089437
2016;2;3046201083;LWART SOLUCOES AMBIENTAIS LTDA;SE;SP;2768524
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;CO;DF;2650
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;CO;GO;32573
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;CO;MS;1889
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;N ;TO;18510
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;AL;243139
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;BA;205900
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;CE;78500
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;MA;50370
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;PB;67551
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;PE;244200
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;PI;54270
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;RN;101590
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;NE;SE;42460
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;S ;PR;188390
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;S ;RS;200
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;S ;SC;5300
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;ES;99029
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;MG;222172
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;RJ;11570
2016;2;3049396591;LUBRASIL LUBRIFICANTES LTDA.;SE;SP;518204
2016;2;3050045897;BRAZÃO LUBRIFICANTES LTDA;SE;MG;203140
2016;2;3050045897;BRAZÃO LUBRIFICANTES LTDA;SE;SP;205650
2016;2;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;CO;MS;10700
2016;2;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;S ;PR;42400
2016;2;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;SE;MG;42580
2016;2;3052554300;PROLUB RERREFINO DE LUBRIFICANTES LTDA.;SE;SP;917888
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;CO;DF;65800
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;CO;GO;320300
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;CO;MS;32500
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;CO;MT;30800
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;N ;AM;6200
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;N ;PA;89500
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;N ;RO;18900
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;N ;TO;30650
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;NE;CE;30100
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;NE;PB;12600
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;NE;PE;14200
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;NE;PI;6600
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;NE;SE;17100
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;S ;PR;31800
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;S ;RS;132800
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;S ;SC;31600
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;SE;ES;138400
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;SE;MG;678700
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;SE;RJ;344800
2016;2;3059723874;LUBRIFICANTES FENIX LTDA;SE;SP;1103400
